"NCBI Gene ID","Ensembl gene ID","Approved symbol",,,,,,,,,,,,,,,,,,,,,,,"Vega IDs"
65985,"ENSG00000081760","AACS",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000168550"
729522,"ENSG00000250420","AACSP1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000163584"
,,"AACT",,,,,,,,,,,,,,,,,,,,,,,
13,"ENSG00000114771","AADAC",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000159876"
344752,"ENSG00000197953","AADACL2",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000155914"
101928142,"ENSG00000242908","AADACL2-AS1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000159877"
126767,"ENSG00000188984","AADACL3",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000001887"
343066,"ENSG00000204518","AADACL4",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000001889"
201651,"ENSG00000240602","AADACP1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000159879"
51166,"ENSG00000109576","AADAT",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000160912"
79719,"ENSG00000103591","AAGAB",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000172246"
22848,"ENSG00000115977","AAK1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000129648"
28971,"ENSG00000087884","AAMDC",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000166651"
14,"ENSG00000127837","AAMP",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000155202"
15,"ENSG00000129673","AANAT",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000180179"
25980,"ENSG00000131043","AAR2",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000032380"
441376,"ENSG00000205002","AARD",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000164961"
16,"ENSG00000090861","AARS1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000177042"
106480683,"ENSG00000249038","AARS1P1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000161188"
57505,"ENSG00000124608","AARS2",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000014766"
80755,"ENSG00000266967","AARSD1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000153515"
,"ENSG00000234969","AARSD1P1",,,,,,,,,,,,,,,,,,,,,,,
132949,"ENSG00000157426","AASDH",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000128841"
60496,"ENSG00000149313","AASDHPPT",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000166253"
10157,"ENSG00000008311","AASS",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000157058"
284837,"ENSG00000215458","AATBC",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000086882"
26574,"ENSG00000275700","AATF",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000188458"
9625,"ENSG00000181409","AATK",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000132717"
17,,"AAVS1",,,,,,,,,,,,,,,,,,,,,,,
103021294,"ENSG00000281376","ABALON",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000189574"
18,"ENSG00000183044","ABAT",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000048201"
,,"ABC1",,,,,,,,,,,,,,,,,,,,,,,
,,"ABC2",,,,,,,,,,,,,,,,,,,,,,,
,,"ABC3",,,,,,,,,,,,,,,,,,,,,,,
,,"ABC7",,,,,,,,,,,,,,,,,,,,,,,
,,"ABC50",,,,,,,,,,,,,,,,,,,,,,,
19,"ENSG00000165029","ABCA1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000020417"
20,"ENSG00000107331","ABCA2",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000020958"
21,"ENSG00000167972","ABCA3",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000128845"
24,"ENSG00000198691","ABCA4",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000010622"
23461,"ENSG00000154265","ABCA5",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000180303"
23460,"ENSG00000154262","ABCA6",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000180258"
10347,"ENSG00000064687","ABCA7",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000167547"
10351,"ENSG00000141338","ABCA8",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000180192"
10350,"ENSG00000154258","ABCA9",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000140371"
,"ENSG00000231749","ABCA9-AS1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000140370"
10349,"ENSG00000154263","ABCA10",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000164716"
79963,"ENSG00000251595","ABCA11P",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000159884"
26154,"ENSG00000144452","ABCA12",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000154801"
154664,"ENSG00000179869","ABCA13",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000155840"
650655,"ENSG00000238098","ABCA17P",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000154348"
5243,"ENSG00000085563","ABCB1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000023393"
,,"ABCB2",,,,,,,,,,,,,,,,,,,,,,,
,,"ABCB3",,,,,,,,,,,,,,,,,,,,,,,
5244,"ENSG00000005471","ABCB4",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000023396"
340273,"ENSG00000004846","ABCB5",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000094789"
10058,"ENSG00000115657","ABCB6",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000133131"
22,"ENSG00000131269","ABCB7",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000021862"
11194,"ENSG00000197150","ABCB8",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000158686"
23457,"ENSG00000150967","ABCB9",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000168769"
23456,"ENSG00000135776","ABCB10",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000039471"
56476,"ENSG00000274099","ABCB10P1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000188344"
,,"ABCB10P2",,,,,,,,,,,,,,,,,,,,,,,
728248,"ENSG00000261524","ABCB10P3",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000175874"
100132289,"ENSG00000260053","ABCB10P4",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000175877"
8647,"ENSG00000073734","ABCB11",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000154039"
4363,"ENSG00000103222","ABCC1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000048267"
1244,"ENSG00000023839","ABCC2",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000018895"
8714,"ENSG00000108846","ABCC3",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000162245"
10257,"ENSG00000125257","ABCC4",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000017216"
10057,"ENSG00000114770","ABCC5",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000156871"
,"ENSG00000223882","ABCC5-AS1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000156870"
368,"ENSG00000091262","ABCC6",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000129967"
653190,"ENSG00000256340","ABCC6P1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000177192"
730013,"ENSG00000255277","ABCC6P2",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000166266"
,,"ABCC7",,,,,,,,,,,,,,,,,,,,,,,
6833,"ENSG00000006071","ABCC8",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000166316"
10060,"ENSG00000069431","ABCC9",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000169094"
89845,"ENSG00000124574","ABCC10",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000014733"
85320,"ENSG00000121270","ABCC11",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000133146"
94160,"ENSG00000140798","ABCC12",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000133143"
150000,"ENSG00000243064","ABCC13",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000074257"
215,"ENSG00000101986","ABCD1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000024215"
23785,,"ABCD1P1",,,,,,,,,,,,,,,,,,,,,,,
26983,"ENSG00000215151","ABCD1P2",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000018003"
26982,"ENSG00000261233","ABCD1P3",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000176500"
26957,"ENSG00000225293","ABCD1P4",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000030330"
642762,"ENSG00000214330","ABCD1P5",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000155089"
225,"ENSG00000173208","ABCD2",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000169337"
5825,"ENSG00000117528","ABCD3",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000010717"
5826,"ENSG00000119688","ABCD4",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000171207"
6059,"ENSG00000164163","ABCE1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000161478"
23,"ENSG00000204574","ABCF1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000031094"
107986587,,"ABCF1-DT",,,,,,,,,,,,,,,,,,,,,,,
10061,"ENSG00000033050","ABCF2",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000154570"
114483834,"ENSG00000285292","ABCF2-H2BE1",,,,,,,,,,,,,,,,,,,,,,,
344653,"ENSG00000242159","ABCF2P1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000159043"
100422059,"ENSG00000228769","ABCF2P2",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000156669"
55324,"ENSG00000161204","ABCF3",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000156824"
9619,"ENSG00000160179","ABCG1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000086791"
9429,"ENSG00000118777","ABCG2",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000130601"
64137,"ENSG00000172350","ABCG4",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000166169"
64240,"ENSG00000138075","ABCG5",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000128758"
64241,"ENSG00000143921","ABCG8",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000128756"
,,"ABCR",,,,,,,,,,,,,,,,,,,,,,,
84696,"ENSG00000143994","ABHD1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000097072"
11057,"ENSG00000140526","ABHD2",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000148684"
171586,"ENSG00000158201","ABHD3",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000179099"
63874,"ENSG00000100439","ABHD4",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000028686"
51099,"ENSG00000011198","ABHD5",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000133039"
57406,"ENSG00000163686","ABHD6",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000159150"
79575,"ENSG00000127220","ABHD8",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000182663"
55347,"ENSG00000144827","ABHD10",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000159280"
83451,"ENSG00000106077","ABHD11",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000130029"
171022,"ENSG00000225969","ABHD11-AS1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000153263"
,,"ABHD11-AS2",,,,,,,,,,,,,,,,,,,,,,,
26090,"ENSG00000100997","ABHD12",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000032121"
145447,"ENSG00000131969","ABHD12B",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000140286"
84945,"ENSG00000139826","ABHD13",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000017330"
25864,"ENSG00000248487","ABHD14A",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000157818"
100526760,"ENSG00000114786","ABHD14A-ACY1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000166447"
84836,"ENSG00000114779","ABHD14B",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000157816"
116236,"ENSG00000168792","ABHD15",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000179721"
,"ENSG00000264031","ABHD15-AS1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000179722"
7920,"ENSG00000204427","ABHD16A",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000031177"
140701,"ENSG00000183260","ABHD16B",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000033010"
81926,"ENSG00000129968","ABHD17A",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000171872"
728917,"ENSG00000198658","ABHD17AP1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000047949"
,,"ABHD17AP2",,,,,,,,,,,,,,,,,,,,,,,
648359,"ENSG00000250536","ABHD17AP3",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000036949"
729495,"ENSG00000229107","ABHD17AP4",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000150752"
91219,"ENSG00000263366","ABHD17AP5",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000188359"
644988,"ENSG00000226981","ABHD17AP6",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000132836"
100133212,"ENSG00000260864","ABHD17AP7",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000176510"
647144,"ENSG00000260540","ABHD17AP8",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000176567"
100132251,"ENSG00000261536","ABHD17AP9",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000176455"
51104,"ENSG00000107362","ABHD17B",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000020001"
58489,"ENSG00000136379","ABHD17C",,,,,,,,,,,,,,,,,,,,,,,
80167,"ENSG00000164074","ABHD18",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000133304"
10006,"ENSG00000136754","ABI1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000017848"
326268,"ENSG00000271484","ABI1P1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000184542"
10152,"ENSG00000138443","ABI2",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000132879"
51225,"ENSG00000108798","ABI3",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000161306"
25890,"ENSG00000154175","ABI3BP",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000159094"
54942,"ENSG00000119328","ABITRAM",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000020467"
390403,"ENSG00000251106","ABITRAMP1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000016869"
25,"ENSG00000097007","ABL1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000020813"
27,"ENSG00000143322","ABL2",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000035199"
3983,"ENSG00000099204","ABLIM1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000019088"
84448,"ENSG00000163995","ABLIM2",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000057427"
22885,"ENSG00000173210","ABLIM3",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000129932"
28,"ENSG00000175164","ABO",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000020872"
29,"ENSG00000159842","ABR",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000090313"
137735,"ENSG00000174429","ABRA",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000164809"
58527,"ENSG00000146386","ABRACL",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000015684"
84142,"ENSG00000163322","ABRAXAS1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000130429"
23172,"ENSG00000165660","ABRAXAS2",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000019218"
29777,"ENSG00000146109","ABT1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000016319"
100420695,"ENSG00000250496","ABT1P1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000161229"
80325,"ENSG00000114626","ABTB1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000159636"
25841,"ENSG00000166016","ABTB2",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000044382"
30,"ENSG00000060971","ACAA1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000131087"
10449,"ENSG00000167315","ACAA2",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000132667"
31,"ENSG00000278540","ACACA",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000188463"
32,"ENSG00000076555","ACACB",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000169250"
,,"ACAD",,,,,,,,,,,,,,,,,,,,,,,
27034,"ENSG00000151498","ACAD8",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000167177"
28976,"ENSG00000177646","ACAD9",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000159942"
80724,"ENSG00000111271","ACAD10",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000169602"
84129,"ENSG00000240303","ACAD11",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000159780"
33,"ENSG00000115361","ACADL",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000132989"
34,"ENSG00000117054","ACADM",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000009784"
35,"ENSG00000122971","ACADS",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000169203"
36,"ENSG00000196177","ACADSB",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000019200"
37,"ENSG00000072778","ACADVL",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000102157"
176,"ENSG00000157766","ACAN",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000171989"
9744,"ENSG00000072818","ACAP1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000102199"
23527,"ENSG00000114331","ACAP2",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000155885"
,"ENSG00000229325","ACAP2-IT1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000155905"
116983,"ENSG00000131584","ACAP3",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000002235"
38,"ENSG00000075239","ACAT1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000166381"
39,"ENSG00000120437","ACAT2",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000015935"
64746,"ENSG00000182827","ACBD3",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000037560"
107985353,"ENSG00000234478","ACBD3-AS1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000041339"
79777,"ENSG00000181513","ACBD4",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000180111"
91452,"ENSG00000107897","ACBD5",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000017854"
84320,"ENSG00000230124","ACBD6",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000035117"
414149,"ENSG00000176244","ACBD7",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000017725"
,,"ACBP",,,,,,,,,,,,,,,,,,,,,,,
,,"ACC",,,,,,,,,,,,,,,,,,,,,,,
,,"ACCN",,,,,,,,,,,,,,,,,,,,,,,
,,"ACCPN",,,,,,,,,,,,,,,,,,,,,,,
84680,"ENSG00000110455","ACCS",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000166427"
390110,"ENSG00000205126","ACCSL",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000166426"
65057,"ENSG00000102977","ACD",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000137547"
1636,"ENSG00000159640","ACE",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000154927"
59272,"ENSG00000130234","ACE2",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000021177"
100129123,"ENSG00000224353","ACE3P",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000155913"
125981,"ENSG00000167769","ACER1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000180777"
340485,"ENSG00000177076","ACER2",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000019644"
645978,"ENSG00000180105","ACER2P1",,,,,,,,,,,,,,,,,,,,,,,
55331,"ENSG00000078124","ACER3",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000165225"
,,"ACH",,,,,,,,,,,,,,,,,,,,,,,
,,"ACHAP",,,,,,,,,,,,,,,,,,,,,,,
43,"ENSG00000087085","ACHE",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000157033"
,,"ACHM1",,,,,,,,,,,,,,,,,,,,,,,
,,"ACHM2",,,,,,,,,,,,,,,,,,,,,,,
,,"ACHM3",,,,,,,,,,,,,,,,,,,,,,,
,,"ACHRD",,,,,,,,,,,,,,,,,,,,,,,
,,"ACHRG",,,,,,,,,,,,,,,,,,,,,,,
22985,"ENSG00000100813","ACIN1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000028716"
2532,"ENSG00000213088","ACKR1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000037182"
1238,"ENSG00000144648","ACKR2",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000186377"
57007,"ENSG00000144476","ACKR3",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000133295"
51554,"ENSG00000129048","ACKR4",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000159768"
285737,"ENSG00000225415","ACKR4P1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000015678"
,,"ACLS",,,,,,,,,,,,,,,,,,,,,,,
47,"ENSG00000131473","ACLY",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000133507"
,,"ACMG",,,,,,,,,,,,,,,,,,,,,,,
130013,"ENSG00000153086","ACMSD",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000131711"
347275,"ENSG00000227411","ACNATP",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000020374"
48,"ENSG00000122729","ACO1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000019740"
50,"ENSG00000100412","ACO2",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000030544"
730249,"ENSG00000102794","ACOD1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000017098"
641371,"ENSG00000184227","ACOT1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000171607"
10965,"ENSG00000119673","ACOT2",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000171608"
122970,"ENSG00000177465","ACOT4",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000169485"
641372,"ENSG00000205669","ACOT6",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000171609"
11332,"ENSG00000097021","ACOT7",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000001295"
10005,"ENSG00000101473","ACOT8",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000033045"
23597,"ENSG00000123130","ACOT9",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000021257"
26027,"ENSG00000162390","ACOT11",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000009891"
134526,"ENSG00000172497","ACOT12",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000131305"
55856,"ENSG00000112304","ACOT13",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000014359"
51,"ENSG00000161533","ACOX1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000180027"
8309,"ENSG00000168306","ACOX2",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000159154"
8310,"ENSG00000087008","ACOX3",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000090509"
55289,"ENSG00000153093","ACOXL",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000131257"
400997,"ENSG00000204581","ACOXL-AS1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000153643"
52,"ENSG00000143727","ACP1",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000086933"
53,"ENSG00000134575","ACP2",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000166949"
55,"ENSG00000014257","ACP3",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000159650"
93650,"ENSG00000142513","ACP4",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000182961"
54,"ENSG00000102575","ACP5",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000182036"
51205,"ENSG00000162836","ACP6",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000014019"
390928,"ENSG00000183760","ACP7",,,,,,,,,,,,,,,,,,,,,,,"OTTHUMG00000182799"
